X(cm),Y(cm),Z(cm),VX(cm/s),VY(cm/s),VZ(cm/s)
64600,-5330,10300,64,561,-56
67600,-5330,10300,-17,554,-79
70600,-5330,10300,-64,546,-79
73700,-5330,10300,-89,172,-60
76700,-5330,10300,-8,12,-37
79700,-5330,10300,45,186,-31
82700,-5330,10300,14,528,-3
85800,-5330,10300,9,354,17
88800,-5330,10300,10,187,-2
91800,-5330,10300,43,221,-37
94800,-5330,10300,89,438,-62
97900,-5330,10300,105,341,-87
101000,-5330,10300,25,197,-79
104000,-5330,10300,-67,326,-47
107000,-5330,10300,-105,632,-12
110000,-5330,10300,-83,746,10
113000,-5330,10300,-36,564,15
-26200,-2310,10300,9,567,-1
-23200,-2310,10300,20,792,-1
-20200,-2310,10300,27,823,1
-17100,-2310,10300,44,769,-2
-14100,-2310,10300,71,738,-16
-11100,-2310,10300,96,740,-37
-8050,-2310,10300,111,690,-61
-5030,-2310,10300,77,613,-86
-2000,-2310,10300,22,598,-95
1030,-2310,10300,-6,623,-85
4050,-2310,10300,-16,629,-69
7080,-2310,10300,-29,659,-58
10100,-2310,10300,-50,673,-47
13100,-2310,10300,-75,655,-32
16200,-2310,10300,-97,498,0
19200,-2310,10300,-60,247,44
22200,-2310,10300,-34,208,91
25200,-2310,10300,17,288,82
28300,-2310,10300,-6,329,106
31300,-2310,10300,9,291,119
34300,-2310,10300,0,0,0
37300,-2310,10300,0,0,0
40400,-2310,10300,-123,310,-18
43400,-2310,10300,-245,576,-16
46400,-2310,10300,-259,670,-5
49400,-2310,10300,-181,583,13
52500,-2310,10300,-56,481,42
55500,-2310,10300,66,531,33
58500,-2310,10300,145,627,4
61600,-2310,10300,169,754,-22
64600,-2310,10300,119,702,-47
67600,-2310,10300,55,682,-59
70600,-2310,10300,13,618,-45
73700,-2310,10300,-1,40,-2
76700,-2310,10300,0,0,0
79700,-2310,10300,-19,248,20
82700,-2310,10300,2,507,40
85800,-2310,10300,55,376,14
88800,-2310,10300,25,226,-58
91800,-2310,10300,7,248,-56
94800,-2310,10300,48,424,-55
97900,-2310,10300,91,488,-68
101000,-2310,10300,34,430,-58
104000,-2310,10300,-32,502,-38
107000,-2310,10300,-78,653,-10
110000,-2310,10300,-61,701,5
113000,-2310,10300,-25,490,7
-26200,708,10300,11,552,-8
-23200,708,10300,22,773,-13
-20200,708,10300,31,813,-18
-17100,708,10300,36,804,-23
-14100,708,10300,53,748,-33
-11100,708,10300,62,712,-37
-8050,708,10300,70,684,-47
-5030,708,10300,53,614,-64
-2000,708,10300,24,595,-68
1030,708,10300,9,615,-75
4050,708,10300,5,648,-60
7080,708,10300,10,659,-53
10100,708,10300,10,663,-46
13100,708,10300,6,672,-33
16200,708,10300,8,491,-17
19200,708,10300,9,190,-7
22200,708,10300,6,198,-11
25200,708,10300,-30,359,24
28300,708,10300,21,229,23
31300,708,10300,52,181,-6
34300,708,10300,81,209,-34
37300,708,10300,-59,185,-22
40400,708,10300,-209,420,-20
43400,708,10300,-241,605,-11
46400,708,10300,-205,599,2
49400,708,10300,-120,412,23
52500,708,10300,-43,260,60
55500,708,10300,33,289,63
58500,708,10300,108,460,17
61600,708,10300,147,730,-8
64600,708,10300,117,764,-13
67600,708,10300,89,716,-8
70600,708,10300,101,621,22
73700,708,10300,90,195,41
76700,708,10300,-52,64,54
79700,708,10300,-168,265,82
82700,708,10300,-41,364,77
85800,708,10300,29,397,24
88800,708,10300,-5,331,-8
91800,708,10300,-39,364,-2
94800,708,10300,-5,429,6
97900,708,10300,38,483,-2
101000,708,10300,49,529,-18
104000,708,10300,11,607,-15
107000,708,10300,-11,667,-8
110000,708,10300,-25,681,2
113000,708,10300,-13,515,6
-26200,3730,10300,7,523,-9
-23200,3730,10300,16,776,-15
-20200,3730,10300,23,820,-19
-17100,3730,10300,23,790,-29
-14100,3730,10300,20,759,-21
-11100,3730,10300,23,695,-9
-8050,3730,10300,25,648,-12
-5030,3730,10300,29,636,-19
-2000,3730,10300,24,628,-33
1030,3730,10300,23,628,-46
4050,3730,10300,37,612,-53
7080,3730,10300,49,633,-50
10100,3730,10300,69,664,-49
13100,3730,10300,97,654,-38
16200,3730,10300,122,489,-39
19200,3730,10300,76,305,-79
22200,3730,10300,1,269,-92
25200,3730,10300,8,394,-39
28300,3730,10300,60,311,-70
31300,3730,10300,38,185,-73
34300,3730,10300,-3,297,-67
37300,3730,10300,-119,399,-36
40400,3730,10300,-209,500,-4
43400,3730,10300,-196,577,13
46400,3730,10300,-126,543,12
49400,3730,10300,-49,296,6
52500,3730,10300,-5,172,6
55500,3730,10300,13,180,-8
58500,3730,10300,41,406,-9
61600,3730,10300,76,663,-3
64600,3730,10300,85,753,2
67600,3730,10300,91,710,17
70600,3730,10300,108,603,47
73700,3730,10300,90,342,70
76700,3730,10300,-25,251,59
79700,3730,10300,-69,155,34
82700,3730,10300,-43,206,48
85800,3730,10300,-32,364,15
88800,3730,10300,-87,400,17
91800,3730,10300,-73,336,60
94800,3730,10300,-21,350,69
97900,3730,10300,33,415,48
101000,3730,10300,52,534,27
104000,3730,10300,45,623,5
107000,3730,10300,21,687,3
110000,3730,10300,12,669,3
113000,3730,10300,1,547,5
-26200,6740,10300,1,517,-9
-23200,6740,10300,8,759,-14
-20200,6740,10300,11,803,-17
-17100,6740,10300,5,786,-18
-14100,6740,10300,-6,702,-9
-11100,6740,10300,-12,670,2
-8050,6740,10300,-14,629,14
-5030,6740,10300,-5,639,14
-2000,6740,10300,4,623,5
1030,6740,10300,28,614,-10
4050,6740,10300,54,591,-25
7080,6740,10300,86,607,-31
10100,6740,10300,120,622,-29
13100,6740,10300,154,612,-25
16200,6740,10300,178,564,-31
19200,6740,10300,138,474,-66
22200,6740,10300,91,457,-83
25200,6740,10300,59,417,-77
28300,6740,10300,65,387,-88
31300,6740,10300,19,342,-93
34300,6740,10300,-58,419,-73
37300,6740,10300,-119,493,-38
40400,6740,10300,-165,522,5
43400,6740,10300,-154,526,32
46400,6740,10300,-77,454,30
49400,6740,10300,14,255,-2
52500,6740,10300,17,188,-51
55500,6740,10300,4,205,-44
58500,6740,10300,-3,447,-27
61600,6740,10300,39,688,-1
64600,6740,10300,86,735,9
67600,6740,10300,94,685,16
70600,6740,10300,88,554,38
73700,6740,10300,67,367,18
76700,6740,10300,15,314,-34
79700,6740,10300,-41,198,-36
82700,6740,10300,-40,175,-15
85800,6740,10300,-58,378,-30
88800,6740,10300,-106,380,-20
91800,6740,10300,-78,243,65
94800,6740,10300,-24,221,81
97900,6740,10300,2,312,74
101000,6740,10300,32,455,61
104000,6740,10300,49,572,28
107000,6740,10300,34,695,9
110000,6740,10300,19,686,3
113000,6740,10300,11,575,3
-26200,9760,10300,-1,512,-6
-23200,9760,10300,2,736,-12
-20200,9760,10300,4,809,-16
-17100,9760,10300,-3,797,-23
-14100,9760,10300,-20,743,-18
-11100,9760,10300,-36,669,-11
-8050,9760,10300,-53,664,10
-5030,9760,10300,-52,641,28
-2000,9760,10300,-41,631,31
1030,9760,10300,11,566,25
4050,9760,10300,54,566,11
7080,9760,10300,104,559,-3
10100,9760,10300,157,599,-9
13100,9760,10300,184,582,-4
16200,9760,10300,182,548,-11
19200,9760,10300,166,523,-34
22200,9760,10300,150,560,-64
25200,9760,10300,106,497,-80
28300,9760,10300,60,459,-88
31300,9760,10300,1,486,-79
34300,9760,10300,-62,508,-57
37300,9760,10300,-99,550,-35
40400,9760,10300,-123,532,-8
43400,9760,10300,-123,469,24
46400,9760,10300,-55,282,45
49400,9760,10300,28,202,39
52500,9760,10300,52,238,-2
55500,9760,10300,16,330,-15
58500,9760,10300,2,533,8
61600,9760,10300,51,659,16
64600,9760,10300,96,732,12
67600,9760,10300,116,724,9
70600,9760,10300,85,543,3
73700,9760,10300,61,407,-15
76700,9760,10300,25,371,-60
79700,9760,10300,-38,270,-73
82700,9760,10300,-80,229,-46
85800,9760,10300,-88,397,-46
88800,9760,10300,-74,350,-49
91800,9760,10300,-51,170,-5
94800,9760,10300,-48,208,14
97900,9760,10300,-40,298,30
101000,9760,10300,-9,406,32
104000,9760,10300,20,578,18
107000,9760,10300,28,692,9
110000,9760,10300,23,702,3
113000,9760,10300,10,533,0
-26200,12800,10300,-1,507,-4
-23200,12800,10300,0,695,-9
-20200,12800,10300,1,804,-14
-17100,12800,10300,-7,813,-21
-14100,12800,10300,-29,746,-29
-11100,12800,10300,-53,699,-21
-8050,12800,10300,-79,673,-2
-5030,12800,10300,-96,590,29
-2000,12800,10300,-84,590,47
1030,12800,10300,-32,513,51
4050,12800,10300,50,476,38
7080,12800,10300,117,510,25
10100,12800,10300,169,536,15
13100,12800,10300,206,579,7
16200,12800,10300,198,567,-9
19200,12800,10300,176,543,-22
22200,12800,10300,146,538,-44
25200,12800,10300,112,545,-63
28300,12800,10300,63,558,-74
31300,12800,10300,8,547,-62
34300,12800,10300,-37,545,-38
37300,12800,10300,-55,558,-29
40400,12800,10300,-68,525,-16
43400,12800,10300,-60,379,12
46400,12800,10300,-19,119,24
49400,12800,10300,-5,90,42
52500,12800,10300,27,133,34
55500,12800,10300,11,341,39
58500,12800,10300,21,505,51
61600,12800,10300,70,601,45
64600,12800,10300,127,707,23
67600,12800,10300,133,723,-1
70600,12800,10300,90,549,-25
73700,12800,10300,40,446,-58
76700,12800,10300,-8,424,-71
79700,12800,10300,-60,359,-54
82700,12800,10300,-84,297,-11
85800,12800,10300,-60,380,-15
88800,12800,10300,-29,331,-44
91800,12800,10300,-34,189,-58
94800,12800,10300,-56,182,-48
97900,12800,10300,-79,270,-28
101000,12800,10300,-33,335,-6
104000,12800,10300,11,551,7
107000,12800,10300,27,698,2
110000,12800,10300,23,721,-3
113000,12800,10300,9,556,-4
-26200,15800,10300,1,516,-3
-23200,15800,10300,0,714,-6
-20200,15800,10300,-1,791,-10
-17100,15800,10300,-11,806,-13
-14100,15800,10300,-33,765,-19
-11100,15800,10300,-65,746,-12
-8050,15800,10300,-91,695,8
-5030,15800,10300,-113,640,31
-2000,15800,10300,-114,520,53
1030,15800,10300,-83,427,63
4050,15800,10300,0,375,58
7080,15800,10300,114,403,42
10100,15800,10300,198,498,28
13100,15800,10300,228,589,18
16200,15800,10300,222,629,4
19200,15800,10300,171,585,-13
22200,15800,10300,131,566,-37
25200,15800,10300,89,566,-51
28300,15800,10300,52,588,-52
31300,15800,10300,22,579,-36
34300,15800,10300,4,564,-21
37300,15800,10300,-4,551,-14
40400,15800,10300,1,511,-5
43400,15800,10300,21,371,6
46400,15800,10300,44,156,-16
49400,15800,10300,-6,72,-27
52500,15800,10300,-42,134,9
55500,15800,10300,-48,344,65
58500,15800,10300,10,470,88
61600,15800,10300,74,492,61
64600,15800,10300,117,615,22
67600,15800,10300,125,702,-1
70600,15800,10300,70,649,-23
73700,15800,10300,22,554,-54
76700,15800,10300,-26,528,-67
79700,15800,10300,-47,395,-57
82700,15800,10300,-52,288,-40
85800,15800,10300,-54,346,-14
88800,15800,10300,-13,361,-22
91800,15800,10300,-38,275,-61
94800,15800,10300,-109,229,-56
97900,15800,10300,-85,179,8
101000,15800,10300,-20,183,21
104000,15800,10300,21,449,4
107000,15800,10300,37,691,-3
110000,15800,10300,28,719,-5
113000,15800,10300,13,556,-6
-26200,18800,10300,1,512,-5
-23200,18800,10300,1,723,-5
-20200,18800,10300,-2,801,-7
-17100,18800,10300,-11,841,-11
-14100,18800,10300,-33,810,-13
-11100,18800,10300,-56,781,-8
-8050,18800,10300,-81,745,10
-5030,18800,10300,-94,695,32
-2000,18800,10300,-108,547,32
1030,18800,10300,-126,356,40
4050,18800,10300,-54,210,44
7080,18800,10300,84,213,35
10100,18800,10300,199,399,26
13100,18800,10300,213,578,31
16200,18800,10300,189,638,17
19200,18800,10300,147,625,-3
22200,18800,10300,103,615,-32
25200,18800,10300,62,606,-38
28300,18800,10300,36,618,-33
31300,18800,10300,18,595,-18
34300,18800,10300,28,561,0
37300,18800,10300,49,535,12
40400,18800,10300,65,500,18
43400,18800,10300,73,392,14
46400,18800,10300,63,238,-16
49400,18800,10300,-8,219,-37
52500,18800,10300,-95,251,19
55500,18800,10300,-57,252,81
58500,18800,10300,40,277,68
61600,18800,10300,82,400,22
64600,18800,10300,60,588,2
67600,18800,10300,50,696,-6
70600,18800,10300,18,661,-11
73700,18800,10300,-20,618,-26
76700,18800,10300,-50,590,-48
79700,18800,10300,-56,439,-56
82700,18800,10300,-48,358,-45
85800,18800,10300,-40,346,-35
88800,18800,10300,-16,379,-29
91800,18800,10300,-47,392,-43
94800,18800,10300,-79,249,-46
97900,18800,10300,-54,116,-11
101000,18800,10300,-17,119,3
104000,18800,10300,31,341,-4
107000,18800,10300,47,636,-4
110000,18800,10300,35,717,-1
113000,18800,10300,17,535,0
-26200,21800,10300,1,489,-3
-23200,21800,10300,2,727,-5
-20200,21800,10300,2,814,-8
-17100,21800,10300,-5,860,-14
-14100,21800,10300,-17,842,-21
-11100,21800,10300,-41,818,-16
-8050,21800,10300,-54,761,3
-5030,21800,10300,-51,691,15
-2000,21800,10300,-59,588,2
1030,21800,10300,-82,393,-27
4050,21800,10300,-57,67,1
7080,21800,10300,54,53,10
10100,21800,10300,119,317,12
13100,21800,10300,138,580,36
16200,21800,10300,120,670,24
19200,21800,10300,93,655,3
22200,21800,10300,58,666,-18
25200,21800,10300,28,635,-20
28300,21800,10300,10,641,-12
31300,21800,10300,16,574,6
34300,21800,10300,37,530,21
37300,21800,10300,76,507,39
40400,21800,10300,122,503,40
43400,21800,10300,126,393,18
46400,21800,10300,70,320,-28
49400,21800,10300,0,369,-42
52500,21800,10300,-45,263,3
55500,21800,10300,-3,148,21
58500,21800,10300,13,106,22
61600,21800,10300,30,346,-18
64600,21800,10300,-6,621,-13
67600,21800,10300,-13,718,0
70600,21800,10300,-28,684,-4
73700,21800,10300,-55,668,-14
76700,21800,10300,-90,626,-36
79700,21800,10300,-96,471,-54
82700,21800,10300,-42,362,-55
85800,21800,10300,15,356,-64
88800,21800,10300,-3,425,-62
91800,21800,10300,-46,469,-44
94800,21800,10300,-89,327,-45
97900,21800,10300,-91,103,-37
101000,21800,10300,-4,76,-19
104000,21800,10300,53,324,0
107000,21800,10300,50,660,9
110000,21800,10300,33,770,11
113000,21800,10300,15,560,6
-26200,24800,10300,0,480,-2
-23200,24800,10300,2,735,-6
-20200,24800,10300,5,818,-10
-17100,24800,10300,5,866,-20
-14100,24800,10300,-1,852,-28
-11100,24800,10300,-11,804,-34
-8050,24800,10300,-16,732,-28
-5030,24800,10300,-5,656,-16
-2000,24800,10300,5,571,-22
1030,24800,10300,-2,373,-16
4050,24800,10300,0,0,0
7080,24800,10300,0,0,0
10100,24800,10300,-21,337,30
13100,24800,10300,8,569,39
16200,24800,10300,25,711,26
19200,24800,10300,22,663,1
22200,24800,10300,3,686,-13
25200,24800,10300,-8,660,-9
28300,24800,10300,-6,642,8
31300,24800,10300,1,559,26
34300,24800,10300,21,456,45
37300,24800,10300,88,442,69
40400,24800,10300,163,456,70
43400,24800,10300,193,448,32
46400,24800,10300,142,445,-25
49400,24800,10300,73,403,-47
52500,24800,10300,40,217,-29
55500,24800,10300,-6,154,-38
58500,24800,10300,7,119,-21
61600,24800,10300,-34,429,-18
64600,24800,10300,-56,662,10
67600,24800,10300,-51,755,18
70600,24800,10300,-46,730,15
73700,24800,10300,-61,733,6
76700,24800,10300,-113,642,-22
79700,24800,10300,-140,401,-41
82700,24800,10300,-23,246,-53
85800,24800,10300,59,353,-53
88800,24800,10300,13,519,-42
91800,24800,10300,-18,528,-25
94800,24800,10300,-15,355,-22
97900,24800,10300,0,0,0
101000,24800,10300,0,0,0
104000,24800,10300,28,331,16
107000,24800,10300,27,670,27
110000,24800,10300,16,767,18
113000,24800,10300,7,559,9
-26200,27900,10300,-1,515,-3
-23200,27900,10300,3,750,-8
-20200,27900,10300,10,810,-14
-17100,27900,10300,14,856,-23
-14100,27900,10300,16,844,-34
-11100,27900,10300,19,802,-47
-8050,27900,10300,19,722,-56
-5030,27900,10300,26,634,-57
-2000,27900,10300,40,575,-41
1030,27900,10300,51,310,2
4050,27900,10300,76,94,30
7080,27900,10300,-41,64,18
10100,27900,10300,-77,324,39
13100,27900,10300,-68,588,42
16200,27900,10300,-50,685,22
19200,27900,10300,-42,687,2
22200,27900,10300,-51,686,-10
25200,27900,10300,-45,650,4
28300,27900,10300,-22,609,18
31300,27900,10300,-8,535,34
34300,27900,10300,10,367,57
37300,27900,10300,60,282,75
40400,27900,10300,148,321,81
43400,27900,10300,213,471,38
46400,27900,10300,181,544,0
49400,27900,10300,147,496,-15
52500,27900,10300,116,362,-29
55500,27900,10300,51,259,-66
58500,27900,10300,-33,263,-46
61600,27900,10300,-78,491,0
64600,27900,10300,-69,698,21
67600,27900,10300,-54,764,20
70600,27900,10300,-35,755,19
73700,27900,10300,-26,773,14
76700,27900,10300,-58,700,-3
79700,27900,10300,-93,367,-14
82700,27900,10300,0,0,0
85800,27900,10300,36,310,-5
88800,27900,10300,-21,557,-1
91800,27900,10300,12,494,12
94800,27900,10300,71,349,2
97900,27900,10300,59,108,-4
101000,27900,10300,-16,15,-4
104000,27900,10300,-91,320,3
107000,27900,10300,-57,651,18
110000,27900,10300,-19,784,17
113000,27900,10300,-4,585,11
-26200,30900,10300,0,516,-4
-23200,30900,10300,4,725,-9
-20200,30900,10300,11,784,-13
-17100,30900,10300,20,831,-21
-14100,30900,10300,26,830,-31
-11100,30900,10300,31,797,-43
-8050,30900,10300,35,678,-60
-5030,30900,10300,42,638,-61
-2000,30900,10300,49,518,-42
1030,30900,10300,43,227,6
4050,30900,10300,23,106,5
7080,30900,10300,-26,140,15
10100,30900,10300,-82,365,35
13100,30900,10300,-103,577,41
16200,30900,10300,-95,685,24
19200,30900,10300,-88,684,5
22200,30900,10300,-99,691,3
25200,30900,10300,-78,617,11
28300,30900,10300,-46,540,24
31300,30900,10300,26,478,43
34300,30900,10300,26,308,53
37300,30900,10300,25,99,47
40400,30900,10300,88,176,52
43400,30900,10300,137,369,-4
46400,30900,10300,117,548,-24
49400,30900,10300,111,486,19
52500,30900,10300,122,419,6
55500,30900,10300,89,425,-33
58500,30900,10300,-1,470,-43
61600,30900,10300,-63,560,-22
64600,30900,10300,-59,694,-6
67600,30900,10300,-40,783,-8
70600,30900,10300,-14,722,-16
73700,30900,10300,11,755,-7
76700,30900,10300,40,713,3
79700,30900,10300,52,389,7
82700,30900,10300,0,0,0
85800,30900,10300,-101,360,20
88800,30900,10300,-108,545,8
91800,30900,10300,-16,383,2
94800,30900,10300,107,307,-4
97900,30900,10300,116,176,-4
101000,30900,10300,2,157,1
104000,30900,10300,-85,388,7
107000,30900,10300,-79,666,11
110000,30900,10300,-44,761,11
113000,30900,10300,-13,523,6
-26200,33900,10300,2,480,-3
-23200,33900,10300,6,705,-7
-20200,33900,10300,12,769,-11
-17100,33900,10300,18,798,-14
-14100,33900,10300,22,797,-21
-11100,33900,10300,25,761,-28
-8050,33900,10300,24,692,-34
-5030,33900,10300,32,591,-32
-2000,33900,10300,60,485,-16
1030,33900,10300,64,243,-11
4050,33900,10300,25,153,-31
7080,33900,10300,-34,202,2
10100,33900,10300,-80,440,42
13100,33900,10300,-91,579,42
16200,33900,10300,-96,661,27
19200,33900,10300,-106,702,11
22200,33900,10300,-130,674,6
25200,33900,10300,-130,583,11
28300,33900,10300,-52,400,23
31300,33900,10300,96,362,39
34300,33900,10300,137,278,34
37300,33900,10300,24,57,-11
40400,33900,10300,12,36,-2
43400,33900,10300,54,355,-68
46400,33900,10300,65,541,-56
49400,33900,10300,51,392,-2
52500,33900,10300,81,401,-11
55500,33900,10300,67,510,-42
58500,33900,10300,19,556,-56
61600,33900,10300,-32,608,-57
64600,33900,10300,-42,649,-44
67600,33900,10300,-19,721,-41
70600,33900,10300,6,720,-47
73700,33900,10300,27,728,-33
76700,33900,10300,69,689,-2
79700,33900,10300,85,413,27
82700,33900,10300,-60,219,43
85800,33900,10300,-198,399,54
88800,33900,10300,-170,457,3
91800,33900,10300,-65,201,-35
94800,33900,10300,84,190,-21
97900,33900,10300,91,220,31
101000,33900,10300,49,265,48
104000,33900,10300,-2,453,22
107000,33900,10300,-29,671,8
110000,33900,10300,-34,731,4
113000,33900,10300,-16,539,3
-26200,36900,10300,3,513,-3
-23200,36900,10300,6,696,-6
-20200,36900,10300,11,763,-6
-17100,36900,10300,14,820,-8
-14100,36900,10300,14,816,-10
-11100,36900,10300,7,769,-9
-8050,36900,10300,-4,685,-5
-5030,36900,10300,-5,550,8
-2000,36900,10300,48,430,30
1030,36900,10300,92,312,28
4050,36900,10300,59,246,3
7080,36900,10300,-18,295,-2
10100,36900,10300,-68,474,28
13100,36900,10300,-76,579,40
16200,36900,10300,-69,654,30
19200,36900,10300,-78,708,19
22200,36900,10300,-102,690,12
25200,36900,10300,-140,518,12
28300,36900,10300,-96,232,14
31300,36900,10300,74,138,18
34300,36900,10300,249,334,3
37300,36900,10300,171,249,-45
40400,36900,10300,65,170,-57
43400,36900,10300,49,370,-64
46400,36900,10300,87,542,-72
49400,36900,10300,77,399,-69
52500,36900,10300,44,400,-91
55500,36900,10300,33,526,-87
58500,36900,10300,8,615,-94
61600,36900,10300,-16,622,-86
64600,36900,10300,-24,666,-74
67600,36900,10300,-11,700,-60
70600,36900,10300,16,696,-51
73700,36900,10300,40,694,-36
76700,36900,10300,65,653,-16
79700,36900,10300,54,474,-1
82700,36900,10300,-19,368,-12
85800,36900,10300,-88,387,-13
88800,36900,10300,-95,413,-10
91800,36900,10300,0,0,0
94800,36900,10300,0,0,0
97900,36900,10300,23,256,51
101000,36900,10300,17,188,48
104000,36900,10300,14,387,13
107000,36900,10300,-21,634,-1
110000,36900,10300,-29,701,-4
113000,36900,10300,-17,541,-3
-26200,39900,10300,4,528,-2
-23200,39900,10300,4,672,0
-20200,39900,10300,5,752,2
-17100,39900,10300,6,824,4
-14100,39900,10300,6,831,8
-11100,39900,10300,-1,775,13
-8050,39900,10300,-14,683,20
-5030,39900,10300,-33,473,34
-2000,39900,10300,2,262,57
1030,39900,10300,67,219,54
4050,39900,10300,85,295,20
7080,39900,10300,18,404,-8
10100,39900,10300,-47,478,1
13100,39900,10300,-64,554,31
16200,39900,10300,-41,647,45
19200,39900,10300,-23,711,36
22200,39900,10300,-22,706,24
25200,39900,10300,-22,553,16
28300,39900,10300,0,0,0
31300,39900,10300,0,0,0
34300,39900,10300,72,258,6
37300,39900,10300,147,397,7
40400,39900,10300,107,357,-3
43400,39900,10300,93,420,-17
46400,39900,10300,113,525,-61
49400,39900,10300,103,500,-96
52500,39900,10300,51,485,-117
55500,39900,10300,14,540,-118
58500,39900,10300,4,596,-105
61600,39900,10300,-7,625,-95
64600,39900,10300,-8,660,-82
67600,39900,10300,-1,648,-65
70600,39900,10300,24,642,-50
73700,39900,10300,53,631,-36
76700,39900,10300,77,624,-38
79700,39900,10300,77,532,-48
82700,39900,10300,35,463,-78
85800,39900,10300,2,463,-87
88800,39900,10300,27,404,-56
91800,39900,10300,0,0,0
94800,39900,10300,0,0,0
97900,39900,10300,-24,260,-17
101000,39900,10300,-30,205,-24
104000,39900,10300,-51,392,-20
107000,39900,10300,-66,632,-17
110000,39900,10300,-58,690,-13
113000,39900,10300,-22,520,-4
-26200,42900,10300,2,507,3
-23200,42900,10300,3,681,5
